here,worst_riskclass_l3m,no_daysarrs1_29_evr,capo_enqs_ever_cb,no_guarantors_mdi,worst_accstatus_l12m,customer_marital_status,no_daysarrs90_119_evr,no_daysarrs0_l3m,customer_employment_type,curbal_ugx,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,Uganda_CS_Scr
0.179901273,20,0,3, ,30,O,0,0,2,14587355,68,71,57,71,67,54,66,57,66,61,638
0.197231263,20,1,3, ,60,M,0,1,0,16062093,68,61,57,71,49,66,66,57,66,61,622
0.282783972,20,7,3, ,60,S,0,1,0,55072318,68,51,57,71,49,67,66,57,66,61,613
0.936853232,20,8,1, ,60,S,0,1, ,25566159,68,51,57,71,49,67,66,57,58,61,605
0.634043495,20,1,2, ,30,M,0,1, ,32823212,68,61,57,71,67,66,66,57,58,61,632
0.358444425,20,1,3, ,30,S,0,1,1,49813571,68,61,57,71,67,67,66,57,66,61,641
0.257481397,60,10,3, ,60,M,1,0, ,80579965,25,51,57,71,49,66,58,57,58,61,553
0.155675096,30,9,2, ,60,S,3,0, ,39025021,45,51,57,71,49,67,54,57,58,61,570
0.44438096,20,0,1, ,30,S,0,1, ,91311854,68,71,57,71,67,67,66,57,58,61,643
0.830706303,20,7,4, ,60,S,0,1, ,71886151,68,51,57,71,49,67,66,57,58,61,605
0.138808755,0,2,4, ,70,S,1,0, ,27995945,67,57,57,71,49,67,58,57,58,61,602
0.878092315,20,0,1, ,30,S,0,1,0,2852328,68,71,57,71,67,67,66,57,66,63,653
0.60473372,20,2,2, ,60,S,0,1,0,141666395,68,57,57,71,49,67,66,57,66,61,619
0.936315925,20,3,2, ,60,M,0,1,0,84915014,68,57,57,71,49,66,66,57,66,61,618
0.894399821,20,12,7,0,60,M,0,1,0,61708216,68,43,52,72,49,66,66,57,66,61,600
0.332648479,20,2,1,0,60,S,0,1,0,14350187,68,57,57,72,49,67,66,57,66,61,620
0.974316542,20,3,6, ,30,S,0,1, ,71245944,68,57,52,71,67,67,66,57,58,61,624
0.001706109,20,5, , ,30,M,0,1,0,25610811,68,55,65,71,67,66,66,57,66,61,642
0.483594675,20,2,2, ,60,S,0,1,0,122704614,68,57,57,71,49,67,66,57,66,61,619
0.50422219,20,8,1, ,60,M,0,1,0,48420646,68,51,57,71,49,66,66,57,66,61,612
0.111405138,20,0,1, ,30,M,0,1,0,2987364,68,71,57,71,67,66,66,57,66,63,652
0.888309531,20,2,3, ,60,M,0,1,0,7877201,68,57,57,71,49,66,66,57,66,62,619
0.614194078,20,0,4, ,30,S,0,1,0,114886691,68,71,57,71,67,67,66,57,66,61,651
0.853894285,20,2,3, ,30,M,0,1,0,37190700,68,57,57,71,67,66,66,57,66,61,636
0.255681082,20,9,7,0,60,M,0,10,2,179943348,68,51,52,72,49,66,66,68,66,61,619
0.739580774,20,8,1,0,30,M,0,1,0,20129737,68,51,57,72,67,66,66,57,66,61,631
0.1295268,20,35, , ,30,M,0,1,0,23287512,68,43,65,71,67,66,66,57,66,61,630
0.918561175,20,2,7, ,30,M,0,0,0,173020996,68,57,52,71,67,66,66,57,66,61,631
0.508268769,20,2,1, ,30,S,0,1,0,15037442,68,57,57,71,67,67,66,57,66,61,637
0.678122919,50,46,2,0,60,M,6,0,0,199557126,25,43,57,72,49,66,54,57,66,61,550
0.115278067,20,0,1, ,30,M,0,1,0,151290065,68,71,57,71,67,66,66,57,66,61,650
0.955310967,20,4,1, ,60,M,0,1,0,24815695,68,55,57,71,49,66,66,57,66,61,616
0.773421854,60,2, , ,70,M,1,0,0,89186381,25,57,65,71,49,66,58,57,66,61,575
0.446181196,20,33,5, ,60,M,1,1,0,287021680.2,68,43,52,71,49,66,58,57,66,61,591
0.986537917,20,0,2, ,30,S,0,1,0,78058063,68,71,57,71,67,67,66,57,66,61,651
0.196268142,20,14,2,0,60,M,0,1,0,85499542,68,43,57,72,49,66,66,57,66,61,605
0.634413259,20,0,2, ,60,M,0,0, ,14725032,68,71,57,71,49,66,66,57,58,61,624
0.275181477,20,0,1, ,30,M,0,1, ,6046917,68,71,57,71,67,66,66,57,58,62,643
0.365689027,30,4,5, ,60,S,1,1,1,211181896,45,55,52,71,49,67,58,57,66,61,581
0.082377069,20,0,1, ,30,M,0,1,0,90220152,68,71,57,71,67,66,66,57,66,61,650
0.808410901,20,2, , ,30,M,0,1,0,9497243,68,57,65,71,67,66,66,57,66,62,645
0.345494717,20,7,2, ,30,S,0,1,0,20880026,68,51,57,71,67,67,66,57,66,61,631
0.647119469,20,20, , ,60,S,0,1,0,23363140,68,43,65,71,49,67,66,57,66,61,613
0.935192411,30,11,3, ,60,M,0,0,0,100572194,45,51,57,71,49,66,66,57,66,61,589
0.532327691,20,1,1, ,30,M,0,1,0,125771626,68,61,57,71,67,66,66,57,66,61,640
0.53522877,20,4,3,1,60,S,1,1,2,9416050,68,55,57,53,49,67,58,57,66,62,592
0.660215037,60,17,1, ,60,M,1,0,0,18324724,25,43,57,71,49,66,58,57,66,61,553
0.986678843,20,6,5, ,30,S,0,2,0,445606680,68,51,52,71,67,67,66,57,66,61,626
0.866077807,20,5,3, ,30,S,0,1,0,24043629,68,55,57,71,67,67,66,57,66,61,635
0.700562638,20,4, , ,30,M,0,1,0,20669795,68,55,65,71,67,66,66,57,66,61,642
0.063491083,60,6,1, ,60,S,5,0,0,46747514,25,51,57,71,49,67,54,57,66,61,558
0.048829203,20,18,5, ,60,S,0,1,0,21394163,68,43,52,71,49,67,66,57,66,61,600
0.68952464,20,10,3,5,60,S,0,0,0,28535532,68,51,57,53,49,67,66,57,66,61,595
0.218417921,20,0,1, ,30,M,0,0,0,86724356,68,71,57,71,67,66,66,57,66,61,650
0.63621684,30,18,6,0,60,S,1,1,0,18169801,45,43,52,72,49,67,58,57,66,61,570
0.426059493,20,0,1, ,30,S,0,1,0,47711268,68,71,57,71,67,67,66,57,66,61,651
0.656838727,30,5,1, ,60,M,0,0,0,156967518,45,55,57,71,49,66,66,57,66,61,593
0.687804401,20,10,3, ,60,M,0,0,0,15297678,68,51,57,71,49,66,66,57,66,61,612
0.061651992,20,2,1, ,30,M,0,1,0,14609819,68,57,57,71,67,66,66,57,66,61,636
0.376151815,20,0,2,1,30,S,0,1,0,61858273,68,71,57,53,67,67,66,57,66,61,633
0.499236842,20,5, , ,30,M,0,1,0,182101236,68,55,65,71,67,66,66,57,66,61,642
0.684155224,20,26,3, ,60,?,0,0,0,168504462,68,43,57,71,49,54,66,57,66,61,592
0.386847018,20,2,2, ,60,S,0,1,0,138355803,68,57,57,71,49,67,66,57,66,61,619
0.609727228,20,0, , ,30,S,0,1,0,14837951,68,71,65,71,67,67,66,57,66,61,659
0.622310632,20,0, , ,30,S,0,1,0,34986804,68,71,65,71,67,67,66,57,66,61,659
0.413010985,20,6,5, ,30,M,0,0,0,36841224,68,51,52,71,67,66,66,57,66,61,625
0.268683891,20,16,1, ,60,M,0,1,0,78911299,68,43,57,71,49,66,66,57,66,61,604
0.809151173,20,25,2, ,60,M,0,0,0,67541050,68,43,57,71,49,66,66,57,66,61,604
0.187939328,20,11,5, ,60,O,0,2,2,303385931,68,51,52,71,49,54,66,57,66,61,595
0.971901805,20,2,4, ,60,M,0,0,0,123983863,68,57,57,71,49,66,66,57,66,61,618
0.336247192,20,2,1, ,60,S,0,0,0,31978625,68,57,57,71,49,67,66,57,66,61,619
0.881908453,20,6,4, ,30,M,0,1,0,92657198,68,51,57,71,67,66,66,57,66,61,630
0.410416654,20,17,4,0,60,M,0,0,0,100363269,68,43,57,72,49,66,66,57,66,61,605
0.796561218,20,2,4, ,30,M,0,1,0,152594443,68,57,57,71,67,66,66,57,66,61,636
0.473303685,20,3,4,0,60,S,0,1, ,42032058,68,57,57,72,49,67,66,57,58,61,612
0.721780267,40,14,2, ,60,M,3,0, ,161891156,25,43,57,71,49,66,54,57,58,61,541
0.842954799,20,0,2, ,30,S,0,1,0,18953331,68,71,57,71,67,67,66,57,66,61,651
0.388490079,20,2,2, ,30,M,4,1,0,154136930,68,57,57,71,67,66,54,57,66,61,624
0.252757672,20,7,1, ,60,M,0,1, ,12415478,68,51,57,71,49,66,66,57,58,61,604
0.038854747,20,1,1, ,30,S,0,1, ,8729101,68,61,57,71,67,67,66,57,58,62,634
0.602512355,20,24,2, ,60,M,0,0, ,23809394,68,43,57,71,49,66,66,57,58,61,596
0.722476367,20,29, ,0,60,S,0,0, ,8971967,68,43,65,72,49,67,66,57,58,62,607
0.296306122,20,16,1, ,60,M,0,0, ,8651497,68,43,57,71,49,66,66,57,58,62,597
0.643680502,20,2,1, ,60,S,0,1,0,31802006,68,57,57,71,49,67,66,57,66,61,619
0.516345074,20,2,3, ,60,S,0,0,0,3216695,68,57,57,71,49,67,66,57,66,62,620
0.442276306,20,6,9, ,60,M,1,1,0,314396283,68,51,52,71,49,66,58,57,66,61,599
0.167258768,20,9,2, ,60,M,0,4,1,70525811,68,51,57,71,49,66,66,68,66,61,623
0.874741515,20,0,1, ,30,O,0,0,0,11359591,68,71,57,71,67,54,66,57,66,61,638
0.755647781,20,0,2, ,30,M,0,1,0,6123350,68,71,57,71,67,66,66,57,66,62,651
0.210394842,20,1, , ,30,M,0,1,0,58282893,68,61,65,71,67,66,66,57,66,61,648
0.564960497,60,4,1, ,60,S,10,0, ,34878623,25,55,57,71,49,67,54,57,58,61,554
0.360610262,20,1,2, ,30,M,0,1, ,481502199,68,61,57,71,67,66,66,57,58,61,632
0.421828708,20,4,3, ,60,M,0,0,0,37204573,68,55,57,71,49,66,66,57,66,61,616
0.503129094,20,0,1, ,30,S,0,1, ,15629327,68,71,57,71,67,67,66,57,58,61,643
0.395810852,20,0,1,1,30,O,0,1,0,56795520,68,71,57,53,67,54,66,57,66,61,620
0.315960724,20,6,2, ,60,M,0,1,0,20933603,68,51,57,71,49,66,66,57,66,61,612
0.893701646,30,6, , ,60,M,0,0,0,3561670,45,51,65,71,49,66,66,57,66,62,598
0.931391006,20,0, , ,60,M,0,1,0,8982621,68,71,65,71,49,66,66,57,66,62,641
0.525894048,20,3,1, ,60,S,0,0,0,20609068,68,57,57,71,49,67,66,57,66,61,619
0.484955167,20,0,1, ,30,S,0,1,0,164101675,68,71,57,71,67,67,66,57,66,61,651
0.816212209,20,3,2,4,60,S,1,1,2,24806733,68,57,57,53,49,67,58,57,66,61,593
0.312252728,20,3, , ,60,M,0,1,0,1117964,68,57,65,71,49,66,66,57,66,64,629
0.236112277,20,1,1, ,60,?,0,1, ,16598897,68,61,57,71,49,54,66,57,58,61,602
0.921630456,20,1,1, ,60,M,0,0,0,22748235,68,61,57,71,49,66,66,57,66,61,622
0.852973465,20,11,8, ,30,M,0,1, ,214990866,68,51,52,71,67,66,66,57,58,61,617
0.483856524,60,4, , ,60,M,1,0,0,18971201,25,55,65,71,49,66,58,57,66,61,573
0.111289938,20,8,5, ,60,M,0,0,0,1014605459,68,51,52,71,49,66,66,57,66,61,607
0.155706585,20,0,5, ,30,?,0,5, ,642028533.2,68,71,52,71,67,54,66,68,58,61,636
0.645398835,20,6,1, ,30,M,0,1,0,16296139,68,51,57,71,67,66,66,57,66,61,630
0.089142694,30,12,1, ,60,M,0,0, ,94201234,45,43,57,71,49,66,66,57,58,61,573
0.347816305,30,1,2, ,60,M,0,0, ,32652285,45,61,57,71,49,66,66,57,58,61,591
0.901092986,20,4,2, ,30,S,0,1,0,61776407,68,55,57,71,67,67,66,57,66,61,635
0.780530213,20,12,5, ,30,M,0,1,0,30991237,68,43,52,71,67,66,66,57,66,61,617
0.147099068,20,0,4, ,30,M,0,1,0,65339132,68,71,57,71,67,66,66,57,66,61,650
0.17716382,60,4,10,2,60,M,1,5,2,305776563,25,55,52,53,49,66,58,68,66,61,553
0.865540829,20,3,3, ,30,M,0,1,0,131307721,68,57,57,71,67,66,66,57,66,61,636
0.395815256,20,6,9,0,60,O,0,5,1,19256815,68,51,52,72,49,54,66,68,66,61,607
0.119905508,20,4,2, ,30,M,0,1,0,19513378,68,55,57,71,67,66,66,57,66,61,634
0.343072406,50,3,6, ,60,M,0,1,0,18341901,25,57,52,71,49,66,66,57,66,61,570
0.990569467,20,0,6, ,60,M,0,2,0,106675872,68,71,52,71,49,66,66,57,66,61,627
0.181708795,20,11,2, ,30,M,0,1,0,94236628,68,51,57,71,67,66,66,57,66,61,630
0.428241667,20,14,1, ,60,M,0,0,0,12814515,68,43,57,71,49,66,66,57,66,61,604
0.063979976,20,4,2, ,30,M,0,1,0,42957174,68,55,57,71,67,66,66,57,66,61,634
0.554879226,20,2,7, ,60,M,0,5,0,32303848,68,57,52,71,49,66,66,68,66,61,624
0.827863197,20,0,4, ,30,M,0,1,0,16491687,68,71,57,71,67,66,66,57,66,61,650
0.423894855,20,16,1, ,30,S,0,0,0,14628339,68,43,57,71,67,67,66,57,66,61,623
0.072001518,30,37,10, ,60,O,0,2,1,35556310,45,43,52,71,49,54,66,57,66,61,564
0.02441218,20,1,7,0,30,M,0,5,2,36521094,68,61,52,72,67,66,66,68,66,61,647
0.038684024,20,0,2, ,30,S,0,1, ,14483641,68,71,57,71,67,67,66,57,58,61,643
0.70519736,20,25,3, ,30,M,0,0,0,20903648,68,43,57,71,67,66,66,57,66,61,622
0.37522551,20,4,1, ,30,S,0,1, ,20721773,68,55,57,71,67,67,66,57,58,61,627
0.868143714,20,2,1, ,30,M,1,0,0,6825563,68,57,57,71,67,66,58,57,66,62,629
0.868552733,20,0, , ,30,S,0,1, ,26408616,68,71,65,71,67,67,66,57,58,61,651
0.651970315,60,5, , ,60,S,2,0, ,13203566,25,55,65,71,49,67,56,57,58,61,564
0.261585855,20,0,3, ,30,S,0,1, ,88509785,68,71,57,71,67,67,66,57,58,61,643
0.319762627,20,11, , ,30,M,0,1, ,316726884,68,51,65,71,67,66,66,57,58,61,630
0.497688319,30,15,2, ,60,M,0,0,0,140992711,45,43,57,71,49,66,66,57,66,61,581
0.485325776,20,3,2, ,60,M,0,1,0,26671625,68,57,57,71,49,66,66,57,66,61,618
0.77375446,20,14,2, ,30,M,0,1,0,26235844,68,43,57,71,67,66,66,57,66,61,622
0.272728297,30,5,2, ,60,O,0,1,0,10535342,45,55,57,71,49,54,66,57,66,61,581
0.292965755,20,0,2, ,30,M,0,1,0,101411846,68,71,57,71,67,66,66,57,66,61,650
0.909274081,20,0,1, ,60,M,0,0,0,119196054,68,71,57,71,49,66,66,57,66,61,632
0.578896043,20,11,2, ,60,S,0,1, ,59038578,68,51,57,71,49,67,66,57,58,61,605
0.575371331,20,4, , ,30,M,0,1,0,65384973,68,55,65,71,67,66,66,57,66,61,642
0.483627797,20,0,1, ,30,M,0,1,0,28338253,68,71,57,71,67,66,66,57,66,61,650
0.28968806,20,2, , ,60,M,0,1,0,27984219,68,57,65,71,49,66,66,57,66,61,626
0.39943463,20,6,1, ,30,S,0,1,0,59300197,68,51,57,71,67,67,66,57,66,61,631
0.918999001,20,13,2, ,60,?,0,1,0,15216234,68,43,57,71,49,54,66,57,66,61,592
0.858849758,20,8,6, ,30,S,0,1,0,39989635,68,51,52,71,67,67,66,57,66,61,626
0.079292784,20,0,2, ,30,M,0,1,0,38079069,68,71,57,71,67,66,66,57,66,61,650
0.108827305,20,1,1, ,30,S,0,1,0,8409711,68,61,57,71,67,67,66,57,66,62,642
0.627055874,60,8,5, ,60,M,4,0,0,353745173.1,25,51,52,71,49,66,54,57,66,61,552
0.778178747,20,0,1, ,30,M,0,1,0,76125179,68,71,57,71,67,66,66,57,66,61,650
0.009321458, , , , , , , , , , ,58,57,65,71,58,58,58,57,58,66,606
0.08515859,20,0,5, ,30,M,0,1,0,23587694,68,71,52,71,67,66,66,57,66,61,645
0.741013753,20,1,1, ,30,S,0,1,0,91989443,68,61,57,71,67,67,66,57,66,61,641
0.359570328,20,4,2,1,30,M,0,1,0,122842435,68,55,57,53,67,66,66,57,66,61,616
0.640258357,20,2, , ,30,M,0,1,0,23115249,68,57,65,71,67,66,66,57,66,61,644
0.884003714,20,2,1, ,60,M,0,1,0,223328605,68,57,57,71,49,66,66,57,66,61,618
0.405778184,20,0,1, ,30,M,0,1,0,3425158,68,71,57,71,67,66,66,57,66,62,651
0.80648254,20,0,1, ,30,S,0,1,0,9613198,68,71,57,71,67,67,66,57,66,62,652
0.065287765,20,0,1, ,30,M,0,1,0,0,68,71,57,71,67,66,66,57,66,66,655
0.029099203,20,23, , ,60,M,0,0, ,12071190,68,43,65,71,49,66,66,57,58,61,604
0.196816562,20,21, , ,60,M,0,0,0,13948285,68,43,65,71,49,66,66,57,66,61,612
0.319498856,20,2,1, ,30,M,0,1,0,13158751,68,57,57,71,67,66,66,57,66,61,636
0.644095548,20,1,2, ,30,S,0,1,0,129413922,68,61,57,71,67,67,66,57,66,61,641
0.326350153,20,7,2, ,60,M,0,0,0,114107197,68,51,57,71,49,66,66,57,66,61,612
0.575226439,20,1, , ,60,M,0,1,0,13336519,68,61,65,71,49,66,66,57,66,61,630
0.205968642,20,3,1, ,30,M,0,1,0,30616503,68,57,57,71,67,66,66,57,66,61,636
0.841889435,20,0,2, ,30,S,0,1,0,146285158,68,71,57,71,67,67,66,57,66,61,651
0.006130568,20,2,2, ,60,O,0,1,0,12711955,68,57,57,71,49,54,66,57,66,61,606
0.799170875,20,0,3, ,30,S,0,1,0,71944631,68,71,57,71,67,67,66,57,66,61,651
0.631485505,20,8,2, ,60,S,0,1,0,128748363,68,51,57,71,49,67,66,57,66,61,613
0.754355471,20,17,7, ,60,S,0,0, ,50478593,68,43,52,71,49,67,66,57,58,61,592
0.194374747,20,1,2, ,30,M,0,2,0,17005350,68,61,57,71,67,66,66,57,66,61,640
0.90985152,20,0,3, ,30,M,0,2,0,23383280,68,71,57,71,67,66,66,57,66,61,650
0.340315857,20,21,3, ,60,M,0,1,0,155728352,68,43,57,71,49,66,66,57,66,61,604
0.647935498,20,21,2, ,60,M,0,1,0,69143941,68,43,57,71,49,66,66,57,66,61,604
0.192543168,20,19,1, ,30,S,0,1, ,20504007,68,43,57,71,67,67,66,57,58,61,615
0.849795124,20,3,2, ,60,M,1,1,2,27500860,68,57,57,71,49,66,58,57,66,61,610
0.154284719,20,24,2, ,60,M,0,1, ,14254172,68,43,57,71,49,66,66,57,58,61,596
0.626275598,20,1,3, ,30,M,0,1, ,105912887,68,61,57,71,67,66,66,57,58,61,632
0.917515411,20,0, , ,30,M,0,1, ,43451976,68,71,65,71,67,66,66,57,58,61,650
0.429877601,20,1,1, ,60,M,0,1,0,20240117,68,61,57,71,49,66,66,57,66,61,622
0.349243973,30,5,1, ,60,M,0,0,0,55518823,45,55,57,71,49,66,66,57,66,61,593
0.738931977,20,24,3, ,60,M,0,1,0,35257899,68,43,57,71,49,66,66,57,66,61,604
0.419279814,20,3,7,6,60,S,0,1,0,126525240,68,57,52,53,49,67,66,57,66,61,596
0.282199892,20,6,4, ,30,M,0,1,0,14065630,68,51,57,71,67,66,66,57,66,61,630
0.290102886,20,3,2, ,60,S,0,1,0,34786027,68,57,57,71,49,67,66,57,66,61,619
0.212900105,20,0,1, ,60,S,0,1,0,14320984,68,71,57,71,49,67,66,57,66,61,633
0.520121236,20,1,3, ,30,S,0,1, ,59694682,68,61,57,71,67,67,66,57,58,61,633
0.707688493,20,14,5, ,60,M,4,1,2,29124706,68,43,52,71,49,66,54,57,66,61,587
0.782117684,30,25,5, ,60,M,0,0,0,19854996,45,43,52,71,49,66,66,57,66,61,576
0.957969754,30,5,4, ,60,M,0,0, ,0,45,55,57,71,49,66,66,57,58,66,590
0.52645686,20,16,2, ,60,M,0,0, ,6577242,68,43,57,71,49,66,66,57,58,62,597
0.402262953,60,3,1, ,60,M,2,0,0,8473717,25,57,57,71,49,66,56,57,66,62,566
0.69826483,20,1,3, ,30,M,0,0,0,35419536,68,61,57,71,67,66,66,57,66,61,640
0.768431525,20,0,1, ,30,M,0,1,0,10157584,68,71,57,71,67,66,66,57,66,61,650
0.56972212,20,7,2, ,30,S,0,1,0,33022916,68,51,57,71,67,67,66,57,66,61,631
0.48426122,20,0,1, ,30,M,0,1, ,7111166,68,71,57,71,67,66,66,57,58,62,643
0.703216555,20,0,4, ,30,M,0,1,0,26487935,68,71,57,71,67,66,66,57,66,61,650
0.201126227,20,0,2, ,30,S,0,1,0,0,68,71,57,71,67,67,66,57,66,66,656
0.211290853,20,0,1, ,30,S,0,1,0,23222393,68,71,57,71,67,67,66,57,66,61,651
0.595225186,20,8,4, ,30,S,0,2,0,175630178,68,51,57,71,67,67,66,57,66,61,631
0.457744717,20,8,4, ,30,S,0,2,0,175630178,68,51,57,71,67,67,66,57,66,61,631
0.87345061,20,0,3, ,60,M,0,0,0,3276936,68,71,57,71,49,66,66,57,66,62,633
0.881579034,20,0,5, ,30,M,0,1, ,97631205,68,71,52,71,67,66,66,57,58,61,637
0.608535856,20,1,2, ,30,M,0,1,0,92410857,68,61,57,71,67,66,66,57,66,61,640
0.837611445,20,20,7, ,30,S,0,1,0,59290823,68,43,52,71,67,67,66,57,66,61,618
0.935279923,20,0,5, ,30,O,0,2,2,9236958,68,71,52,71,67,54,66,57,66,62,634
0.872640449,60,1,2, ,60,S,2,0,0,23340833,25,61,57,71,49,67,56,57,66,61,570
0.037007511,20,2,1, ,30,M,0,1, ,52128361,68,57,57,71,67,66,66,57,58,61,628
0.639187014,20,0,1, ,30,S,0,1, ,35213481,68,71,57,71,67,67,66,57,58,61,643
0.156302763,20,4,3, ,30,M,0,5,0,15245977,68,55,57,71,67,66,66,68,66,61,645
0.616715124,20,0,1, ,30,S,0,1,0,20680352,68,71,57,71,67,67,66,57,66,61,651
0.347988609,20,3,4, ,60,M,0,1,0,256990385.7,68,57,57,71,49,66,66,57,66,61,618
0.788189899,20,9,3, ,60,M,0,0,0,71008763,68,51,57,71,49,66,66,57,66,61,612
0.721855501,20,10,1, ,60,S,0,0,0,33966038,68,51,57,71,49,67,66,57,66,61,613
0.561727998,60,1,2, ,60,S,1,0, ,22721502,25,61,57,71,49,67,58,57,58,61,564
0.663537952,20,5,3, ,30,M,0,1, ,53773188,68,55,57,71,67,66,66,57,58,61,626
0.535697022,20,7,3, ,60,S,0,1,0,35064941,68,51,57,71,49,67,66,57,66,61,613
0.096180365,20,0,1, ,30,S,0,1, ,7486795,68,71,57,71,67,67,66,57,58,62,644
0.054230559,20,0,1, ,30,S,0,1,0,5850118,68,71,57,71,67,67,66,57,66,62,652
0.57621513,20,0,3, ,30,M,0,3,2,16233665.33,68,71,57,71,67,66,66,68,66,61,661
0.921308821,20,3,4, ,60,M,0,2,0,75661528,68,57,57,71,49,66,66,57,66,61,618
0.846465087,30,6,3, ,60,M,0,0, ,14118495,45,51,57,71,49,66,66,57,58,61,581
0.948613446,30,7,3, ,60,S,0,1,0,556291074.2,45,51,57,71,49,67,66,57,66,61,590
0.937626918,20,1,2, ,30,M,0,1,0,36215757,68,61,57,71,67,66,66,57,66,61,640
0.79040938,20,4,1, ,30,S,0,1,0,21974028,68,55,57,71,67,67,66,57,66,61,635
0.573665742,60,1, , ,60,M,1,0,0,88059954,25,61,65,71,49,66,58,57,66,61,579
0.684123204,20,2,1, ,60,M,0,1,0,58851295,68,57,57,71,49,66,66,57,66,61,618
0.134798049,20,7,1, ,60,M,0,1, ,6316388,68,51,57,71,49,66,66,57,58,62,605
0.196049641,20,1,2, ,60,M,0,1, ,15371791,68,61,57,71,49,66,66,57,58,61,614
0.755012664,20,9,2, ,60,S,0,1, ,30760201,68,51,57,71,49,67,66,57,58,61,605
0.349997557,20,0,1, ,30,S,0,1,0,12513967,68,71,57,71,67,67,66,57,66,61,651
0.124222599,20,2,8, ,60,S,0,5,0,268364297,68,57,52,71,49,67,66,68,66,61,625
0.577276328,20,35,3, ,60,M,0,0,2,527792755.7,68,43,57,71,49,66,66,57,66,61,604
0.251510851,20,4,12, ,30,O,1,8,1,119369459,68,55,52,71,67,54,58,68,66,61,620
0.901878537,20,14,10, ,60,S,0,2,0,145293256,68,43,52,71,49,67,66,57,66,61,600
0.592399294,20,12,5, ,60,M,0,1,0,85971857,68,43,52,71,49,66,66,57,66,61,599
0.221179928,20,1, , ,30,M,0,0,0,95033877,68,61,65,71,67,66,66,57,66,61,648
0.579158566,20,11,2, ,60,M,0,0,0,70953117,68,51,57,71,49,66,66,57,66,61,612
0.376886125,20,5, , ,60,M,0,1,0,60883240,68,55,65,71,49,66,66,57,66,61,624
0.032344815,20,0,3, ,30,M,0,1, ,7975596,68,71,57,71,67,66,66,57,58,62,643
0.50140072,20,9,1, ,60,S,0,0,0,55049859,68,51,57,71,49,67,66,57,66,61,613
0.19654425,20,0,2, ,30,M,0,1,0,59137251,68,71,57,71,67,66,66,57,66,61,650
0.673450493,20,0,1, ,30,M,0,1,0,47199371,68,71,57,71,67,66,66,57,66,61,650
0.841391954,20,0, , ,30,M,0,1,0,21546137,68,71,65,71,67,66,66,57,66,61,658
0.027778702,20,13,2,0,30,S,0,1,0,62949390,68,43,57,72,67,67,66,57,66,61,624
0.306885824,20,0,1, ,30,S,0,1,0,51775407,68,71,57,71,67,67,66,57,66,61,651
0.310313441,20,4,1, ,30,S,0,0,0,74129051,68,55,57,71,67,67,66,57,66,61,635
0.381789175,20,5,1, ,60,S,0,1,0,129336058,68,55,57,71,49,67,66,57,66,61,617
0.319764926,20,2,5, ,30,M,0,1,0,160223589,68,57,52,71,67,66,66,57,66,61,631
0.981601144,20,7,3, ,30,M,0,0,0,272797758,68,51,57,71,67,66,66,57,66,61,630
0.329662026,20,0,2, ,60,M,0,1,0,65436806,68,71,57,71,49,66,66,57,66,61,632
0.813778392,20,1,3, ,30,M,0,2,0,51291505,68,61,57,71,67,66,66,57,66,61,640
0.382612843,20,1,3, ,30,M,0,2,0,51291505,68,61,57,71,67,66,66,57,66,61,640
0.828449814,20,13,1, ,60,M,0,0, ,14646942,68,43,57,71,49,66,66,57,58,61,596
0.21258205,20,2,1, ,30,S,0,1,0,17622903,68,57,57,71,67,67,66,57,66,61,637
0.993438937,20,47,2, ,60,M,0,1, ,9480624,68,43,57,71,49,66,66,57,58,62,597
0.864946633,30,7,1, ,60,M,0,0,0,19033035,45,51,57,71,49,66,66,57,66,61,589
0.304389993,20,6,3, ,60,M,0,1, ,47642110,68,51,57,71,49,66,66,57,58,61,604
0.979858611,20,10,2, ,60,S,0,0, ,19378910,68,51,57,71,49,67,66,57,58,61,605
0.259116144,20,2,2, ,30,M,0,0,0,15455446,68,57,57,71,67,66,66,57,66,61,636
0.353152107,20,29, , ,60,M,0,1, ,94216243,68,43,65,71,49,66,66,57,58,61,604
0.858986865,20,2,5,0,30,M,0,1,0,63879918,68,57,52,72,67,66,66,57,66,61,632
0.836575221,20,0,7, ,30,S,0,1,0,47858372,68,71,52,71,67,67,66,57,66,61,646
0.956907964,20,3,2, ,30,M,0,1,0,60242193,68,57,57,71,67,66,66,57,66,61,636
0.298278097,20,10,1, ,60,M,0,0,0,11522378,68,51,57,71,49,66,66,57,66,61,612
0.691163697,20,0,6, ,30,M,0,1,0,44101823,68,71,52,71,67,66,66,57,66,61,645
0.392874668,20,2,2, ,30,M,0,1,0,173019823,68,57,57,71,67,66,66,57,66,61,636
0.448803873,20,46,1, ,60,S,0,1,0,14771269,68,43,57,71,49,67,66,57,66,61,605
0.959574135,20,1,1, ,30,M,0,1, ,8903045,68,61,57,71,67,66,66,57,58,62,633
0.705831548,20,0,1, ,30,S,0,1, ,128367423,68,71,57,71,67,67,66,57,58,61,643
0.201021011,20,0,2, ,60,S,0,0,0,44116442,68,71,57,71,49,67,66,57,66,61,633
0.039049289,20,15,3, ,30,M,0,1,0,84605831,68,43,57,71,67,66,66,57,66,61,622
0.265594348,20,0,2, ,30,M,0,1, ,20318571,68,71,57,71,67,66,66,57,58,61,642
